idx,event_id,video,gt_label,manual_note,annotation_bucket,note_flags,auto_suggest,auto_reason,human_keep,human_reason,human_note,base_label,base_pred_excerpt,text_positive_hits,text_negative_hits,ovd_found,lcrm_ok,lcrm_signal,lcrm_reason,lcrm_channel,lcrm_score,lcrm_compactness,lcrm_dx_union,lcrm_dy_union,lcrm_edge_norm_gap,lcrm_persistence,lcrm_static_count,lcrm_person_peak,lcrm_vehicle_peak
146,35669024,,,无碰撞过程，只看到停车，无人员在车旁，但所占画面小，处在画面边缘且不清晰 （该条视频不好用）,no_process_parking_no_person,edge_or_small|explicit_no_person|small_or_edge,drop,parking_without_handling_evidence,no,parking_no_person_no_evidence,,,,,,False,,,,,,,,,,,,,
147,35670812,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有一人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
148,35670663,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
149,35669650,多车事故_20240604063143_突发事件_35669650.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁，车辆有明显碰撞痕迹 两车相隔较近，有一人在查看车辆碰撞情况/交涉，有明显车损/碰撞痕迹,no_process_but_damage_trace,damage_trace|explicit_evidence|person_handling|person_present|two_or_more_close,keep,no_process_but_damage_trace,yes,damage_trace,,异常停车,2023年12月23日10时58分至10时59分，位于城市高架道路南向车道（靠近曹安公路出口3公里处），一辆白色厢式货车停靠在最右侧车道，驾驶员下车后站在车旁，车辆长时间静止不动，未见明显故障迹象或交通信号允许停车。该车停靠位置位于正常行车道上，非停车区域，且无交通标志允许临时停车，属于异常停车行为。,,,True,True,False,score_below_threshold,,0.7417,0.3544,0.8087,0.4239,1.3386,4,6,0,33
150,35672453,,,无碰撞过程，只看到停车，有人员在车旁，但画面不清晰 两车贴近停靠，有一人在查看车辆碰撞情况/交涉，但由于镜头原因画面极不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
151,35676741,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
152,35688084,,,无碰撞过程，只看到停车，有人员在车旁，但画面极不清晰 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于镜头原因画面极不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
153,35685416,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较近，有两人在查看车辆碰撞情况/交涉，处于镜头画面边缘,no_process_parking_with_person,edge_or_small|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
154,35687063,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
155,35687061,,,无碰撞过程，只看到停车，有人员在车旁，但处在画面边缘 两车相隔一定距离，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,edge_or_small|person_handling|person_present|small_or_edge,review,post_incident_handling_but_visual_weak,uncertain,handling_relation_unclear,,,,,,False,,,,,,,,,,,,,
156,35715630,,,无碰撞过程，只看到停车，有人员在车旁 三车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面较小且事故车辆有重叠,no_process_parking_with_person,overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
157,35714835,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
158,35713780,,,无碰撞过程，只看到停车，有人员在车旁，视频后面车开走 两车相隔较近，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,drive_away|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
159,35715647,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
160,35715814,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
161,35714584,,,无碰撞过程，只看到停车，有人员在车旁，但画面不清晰 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰且较小,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
162,35715396,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
163,35714686,,,无碰撞过程，只看到停车，有人员在车旁，但画面极不清晰 两车贴近停靠，有两人在查看车辆碰撞情况/交涉，但由于雨天镜头原因画面不清晰模糊,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
164,35714293,,,无碰撞过程，只看到停车，有人员在车旁，视频后面车开走 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,drive_away|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
165,35714706,,,无碰撞过程，只看到停车，有人员在车旁，视频中车辆很快开走 两车贴近停靠，有一人下车在查看车辆碰撞情况/交涉，车辆很快开走,no_process_parking_with_person,drive_away|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
166,35715280,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
167,35718810,多车事故_20240622131800_突发事件_35718810.mp4,多车事故,无碰撞过程，只看到停车，无人员在车旁 只看到停车，无人员，无明显事故证据,no_process_parking_no_person,explicit_no_person|no_evidence,drop,parking_without_handling_evidence,no,weak_evidence,,异常停车,2024年6月22日13时17分23秒至13时17分38秒，位于武宁路地道南线西向东方向，一辆黑色轿车在隧道右侧车道内长时间静止不动，车辆未开启双闪灯，且无驾驶员在车内活动迹象，后方多辆车辆被迫减速绕行，造成短时交通干扰，该行为符合异常停车特征，存在安全隐患。,双闪,,True,True,False,static_count_below_threshold,,,,,,,,0,,6
168,35718483,多车事故_20240622082700_突发事件_35718483.mp4,多车事故,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,多车事故,2024年8月22日06时27分23秒至06时28分30秒，在武宁路4期北方向的主车道上发生一起多车事故。事故发生在隧道内靠近出口匝道区域，涉事车辆包括一辆白色面包车和其后方两辆小轿车，具体为一辆白色轿车（车牌号沪D****68）与前方白色轿车发生追尾，随后发生追赶并停车。事故发生后，多辆车辆紧急刹车或停顿，造成后方车辆排队缓行，包括一辆红色轿车、一辆白色轿,碰撞|追尾|人员下车|下车交涉,,True,True,False,static_count_below_threshold,,,,,,,,1,,6
169,35664117,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
170,35631955,,,无明显碰撞过程，只看到停车，无人员在车旁，视频质量很差,no_process_parking_no_person,explicit_no_person|low_quality,drop,parking_without_handling_evidence,no,parking_no_person_no_evidence,,,,,,False,,,,,,,,,,,,,
171,35508975,,,无明显碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有一人在查看车辆碰撞情况/交涉，由于镜头原因画面不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
172,35508959,,,有碰撞过程，有人员在车旁 有追尾/碰撞过程,collision_process_clear,person_present,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
173,35468341,多车事故_20240405161100_突发事件_35468341.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车相隔较远，有多人在查看车辆碰撞情况/交涉,no_process_parking_with_person,far_or_unclear_relation|person_handling|person_present,keep,post_incident_handling,uncertain,far_but_handling,,异常停车,2024年4月5日16时19分23秒，在武宁路地道南线西向东方向，一辆白色SUV在行车道内异常停车，车辆后方有人员下车并站在车旁，后方多辆车辆被迫减速避让，部分车辆变道绕行，造成短时交通流受阻。该车辆未开启双闪灯，且驾驶员不在车内，符合异常停车行为，对道路通行安全构成潜在威胁。,人员下车|双闪,,True,True,False,no_pair_after_area_filter,,,,,,,,2,,5
174,35467883,多车事故_20240405093600_突发事件_35467883.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,keep,post_incident_handling,yes,post_incident_handling,,多车事故,2024年4月5日09:36至09:37期间，在武宁路地道南线西向东方向，发生一起多车事故。事故发生在隧道内靠近出口区域，涉事车辆包括一辆红色轿车、一辆白色SUV及多辆后方跟随车辆。视频显示，红色轿车与前方白色SUV发生追尾碰撞，导致车辆位置异常，横跨车道并斜停，引发后方车辆紧急避让和刹车。事故现场有人员下车交涉，但存在明显的碰撞痕迹和车辆位置异常，因此判定,碰撞|追尾|人员下车|下车交涉|斜停|横跨,,True,True,False,static_count_below_threshold,,,,,,,,1,,4
175,35464755,,,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
176,35431773,,,无碰撞过程，只看到停车，有人员在车旁，画面不清晰 两车相隔较近，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰,no_process_parking_with_person,low_quality|overlap_angle|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
177,35394244,,,有碰撞过程，有人员在车旁 有追尾/碰撞过程,collision_process_clear,person_present,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
178,35389883,,,无碰撞过程，只看到停车，有人员在车旁 只看到单车停靠，有人员在车旁,no_process_parking_with_person,person_present|single_vehicle,review,post_incident_handling_needs_confirmation,no,single_vehicle_parking,,,,,,False,,,,,,,,,,,,,
179,35359909,,,有碰撞过程，有人员下车 有追尾/碰撞过程,collision_process_clear,person_present,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
180,35359491,多车事故_20240209221400_突发事件_35359491.mp4,多车事故,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,多车事故,2024年2月9日22时14分，武宁路地道南线西向东路段发生一起多车事故。事故发生在隧道内行车道上，涉事车辆包括多辆轿车和SUV，其中红色轿车在行驶过程中与前方车辆发生追尾碰撞，导致后方车辆位置异常，部分车辆横跨车道或斜停，引发后方车辆紧急避让、减速及刹车灯亮起。事故造成该路段交通流受阻，车辆排队缓慢通行，影响了隧道内整体交通流畅性。现场未见明显人员下车交涉,碰撞|追尾|人员下车|下车交涉|斜停|横跨,,True,True,False,score_below_threshold,,0.6319,0.4747,0.5473,0.5022,0.1208,4,5,0,7
181,35315136,,,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
182,35302910,,,无碰撞过程，只看到停车，无人员在车旁，画面极不清晰 这段视频质量也非常差,no_process_parking_no_person,explicit_no_person|low_quality,drop,parking_without_handling_evidence,no,parking_no_person_no_evidence,,,,,,False,,,,,,,,,,,,,
183,35258629,,,无碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，存在事故证据,no_process_parking_with_person,explicit_evidence|person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling_with_evidence,,,,,,False,,,,,,,,,,,,,
184,35204601,多车事故_20231208103800_突发事件_35204601.mp4,多车事故,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,拥堵,2023年12月8日10时32分至10时33分，武宁路快速化桥北线北向车道发生拥堵事件。视频显示，该路段为隧道内，路面湿滑，车辆行驶缓慢，多辆小轿车、出租车及一辆大型客车在车道内排队缓行，车距明显缩短，部分车辆刹车灯持续亮起，表明车速极低或处于停滞状态。涉事车辆包括白色轿车、红色轿车、白色面包车及一辆白色大巴车，均正常行驶但受前方拥堵影响无法提速。拥堵区域位,碰撞,正常行驶,True,True,False,static_count_below_threshold,,,,,,,,0,,6
185,35075859,,,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
186,35054147,,,无明显碰撞过程，只看到停车，无人员在车旁,no_process_parking_no_person,explicit_no_person,drop,parking_without_handling_evidence,no,parking_no_person_no_evidence,,,,,,False,,,,,,,,,,,,,
187,34996819,,,无明显碰撞过程，只看到停车，有人员在车旁 两车贴近停靠，有两人在查看车辆碰撞情况/交涉,no_process_parking_with_person,person_handling|person_present|two_or_more_close,review,post_incident_handling_needs_confirmation,yes,post_incident_handling,,,,,,False,,,,,,,,,,,,,
188,34973533,,,无碰撞过程，只看到一辆有明显碰撞痕迹的车辆 一辆车有有明显车损/碰撞痕迹,no_process_but_damage_trace,damage_trace|explicit_evidence,keep,no_process_but_damage_trace,yes,damage_trace,,,,,,False,,,,,,,,,,,,,
189,34809167,多车事故_20230917081300_突发事件_34809167.mp4,多车事故,无碰撞过程，只看到停车，有人员在车旁，画面不清晰 两车贴近停靠，有一人下车在查看车辆碰撞情况/交涉,no_process_parking_with_person,low_quality|person_handling|person_present|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,异常停车,2023年9月17日08时11分04秒至08时11分30秒，武宁路地道入口处，一辆白色轿车在主车道上完全静止，车辆未开启双闪灯，且无明显故障迹象，驾驶员不在车内，后方车辆被迫减速绕行，造成短时交通影响，符合异常停车特征。,双闪,,True,True,False,score_below_threshold,,0.4072,0.762,0.2521,0.223,0.0,12,3,0,7
190,34674516,,,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
191,34567827,,,无碰撞过程，只看到停车，有人员在车旁 两车相隔较远，有两人下车在查看车辆碰撞情况/交涉,no_process_parking_with_person,far_or_unclear_relation|person_handling|person_present,review,post_incident_handling_needs_confirmation,uncertain,far_but_handling,,,,,,False,,,,,,,,,,,,,
192,34567885,,,无碰撞过程，只看到停车，有人员在车旁，但所占画面小且画面不清晰 两车贴近停靠，有多人在查看车辆碰撞情况/交涉，但由于镜头原因画面不清晰且所占画面小,no_process_parking_with_person,edge_or_small|low_quality|overlap_angle|person_handling|person_present|small_or_edge|two_or_more_close,review,post_incident_handling_but_visual_weak,uncertain,post_incident_handling_visual_weak,,,,,,False,,,,,,,,,,,,,
193,34430541,多车事故_20230805115000_突发事件_34430541.mp4,多车事故,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,抛洒物,2023年8月5日11时49分至11时50分，S20外2枪机1监控画面显示，在城市高架道路隧道内双向车道发生交通拥堵事件。隧道内右侧车道车辆行驶缓慢，多辆轿车和出租车排队缓行，车距明显缩短，刹车灯持续亮起，形成连续的红色光带，表明车辆处于低速或停滞状态。左侧车道车辆通行相对顺畅，未受影响。涉事车辆包括白色轿车、黑色轿车、黄色出租车及多辆小型客车，均在正常行驶,碰撞|追尾,正常行驶,True,True,False,static_count_below_threshold,,,,,,,,0,,10
194,33411405,多车事故_20230730174600_突发事件_33411405.mp4,多车事故,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,多车事故,2023年7月30日17时42分54秒，在北1CAM40监控点位，隧道内右侧车道发生一起多车事故。视频显示，一辆白色轿车与银色SUV在行车道内发生追尾碰撞，车辆位置异常，部分车辆斜停于车道中。事故发生后，驾驶员下车查看情况，周围车辆被迫减速绕行，造成该路段交通流短暂受阻。事故现场无明显散落物，但车辆型号、品牌不同，符合多车事故特征，且持续时间较长，对通行秩序,碰撞|追尾|下车查看|斜停,,True,True,False,static_count_below_threshold,,,,,,,,1,,6
195,1156523,,,有追尾/碰撞过程,other,,review,unclassified,uncertain,other,,,,,,False,,,,,,,,,,,,,
196,745935,,,有碰撞过程，无人员在车旁 有追尾/碰撞过程,collision_process_clear,explicit_no_person,keep,collision_process_clear,yes,collision_visible,,,,,,False,,,,,,,,,,,,,
197,731764,,,无碰撞过程，只看到停车，无人员在车旁 只看到停车，无人员，无明显事故证据,no_process_parking_no_person,explicit_no_person|no_evidence,drop,parking_without_handling_evidence,no,weak_evidence,,,,,,False,,,,,,,,,,,,,
